Gene,Module
KIAA1875,blue
LRRC75B,blue
TRIM6,grey
KIAA1549L,turquoise
LYPD3,turquoise
GTF2IRD1P1,grey
PAK3,turquoise
PLSCR4,brown
LOC102724691,grey
HOXC4,turquoise
SOX10,blue
CDON,turquoise
TAS1R3,blue
INTU,grey
DLEU7-AS1,grey
DAB1,turquoise
SNORD83B,grey
XKRX,purple
DOK7,blue
C3orf14,grey
CLEC1B,grey
PHLDA3,grey
ALDOB,turquoise
GHET1,grey
MOB4,magenta
OR52K1,pink
FAM35DP,turquoise
AZIN1-AS1,grey
C16orf95,grey
EVI2A,black
CCDC85B,magenta
CLIC3,blue
SRC,blue
ASB9,grey
GPR157,turquoise
NTN1,blue
RNF219-AS1,grey
FLJ42393,yellow
CPT1B,blue
GAREML,blue
PTMS,brown
GAS1,grey
DBF4B,blue
ASAP3,turquoise
TRPV5,turquoise
MIR27A,grey
PRSS30P,grey
TERT,turquoise
FGF11,blue
C22orf15,turquoise
WNT11,blue
LINC00506,turquoise
LINC01554,turquoise
TSNAXIP1,grey
CREG2,turquoise
LINC00925,turquoise
TMEM220-AS1,turquoise
ZMIZ1-AS1,blue
MIR3125,grey
NYAP1,turquoise
MIR545,grey
RPL31P11,grey
LOC646214,turquoise
RGS6,brown
LINC00092,grey
SOX12,blue
APOBEC3B,grey
GJA4,grey
TNFRSF17,midnightblue
XYLB,turquoise
MARVELD2,grey
ZNF618,blue
ZNF575,turquoise
KLRC1,tan
SNORA57,cyan
GYPC,brown
F2RL3,red
PPP1R14C,turquoise
CD79A,blue
RPL23,black
PRB4,turquoise
SH3GL1P1,blue
PKD2L1,turquoise
FER1L6,turquoise
DBNDD2,turquoise
MIR194-1,grey
C4orf45,turquoise
MYO10,turquoise
LINC00996,grey
CA4,green
ABHD12B,green
PSD,blue
CYP4F2,blue
NDUFA4L2,turquoise
FSTL1,red
HRASLS2,midnightblue
CTNNA2,turquoise
TENM3,turquoise
GFRA2,grey
ZNF365,tan
TMEM74B,yellow
MTOR-AS1,yellow
ALOX12P2,yellow
COL20A1,turquoise
FHIT,purple
GP6,red
PLS3,grey
MINK1,blue
EVC,blue
FAM131B,grey
LILRA4,grey
MIR505,blue
MIR616,grey
LOC100996671,grey
MIR146A,grey
CELSR2,blue
LINC01132,turquoise
GS1-259H13.2,grey
CD163L1,turquoise
SBK1,blue
ARHGEF10,grey
OLIG1,greenyellow
LINC01191,grey
CLYBL-AS2,blue
PTGDR2,greenyellow
MIR3609,black
WEE2,turquoise
AP2A1,brown
ZDHHC1,turquoise
LRRC56,blue
RHPN2,turquoise
CYP27B1,blue
ADAMTS8,blue
ZNF205-AS1,blue
TCAP,blue
SLC7A9,blue
EIF4EBP3,blue
FANK1,blue
MKRN9P,brown
OLFML3,turquoise
KCNJ16,turquoise
HP09025,blue
HSPA4L,turquoise
MRC2,brown
ECM2,yellow
GZMB,tan
ROPN1B,grey
LOC101930452,turquoise
FNDC7,turquoise
COL9A3,grey
UNC5A,blue
C11orf74,grey
HPD,turquoise
GBAT2,grey
BCL2L14,grey
FKBP10,blue
FAM86FP,turquoise
CGNL1,turquoise
ADAMTSL2,turquoise
LOC101929592,grey
PCDHGA10,grey
RBP5,blue
MOXD1,grey
ZNF311,turquoise
GSPT1,brown
ITGA9,salmon
PTPRB,blue
ZNF391,grey
PLA2G4B,yellow
GAS6-AS1,blue
SNORA71D,cyan
GUSBP3,grey
SLC25A34,blue
NDUFB2-AS1,grey
MGC16025,yellow
GNAS-AS1,turquoise
TRNP1,grey
MNS1,grey
GPR161,blue
LINC01535,turquoise
MYBPC3,blue
PDGFRB,grey
MYH9,red
GLYATL1,grey
PFKFB1,blue
WNT5B,grey
LOC102724601,grey
LOC102724190,pink
RPL9,black
LOC101929541,grey
MSR1,grey
HTRA3,blue
C20orf195,blue
TTC26,green
PF4,red
S100A5,turquoise
CATIP-AS1,grey
PCDHGC3,grey
PNLDC1,turquoise
CADM1,grey
OR2B2,grey
CCDC179,grey
LOC100190986,yellow
FZD8,turquoise
CXorf58,turquoise
CDC42P3,grey
SFRP2,brown
FBXL18,blue
LOC101928809,grey
JAM2,turquoise
SOCS1,blue
CSF1,blue
ST7-AS2,yellow
HCG2040054,grey
PBX1,brown
C8orf88,brown
CLVS1,grey
CDKN2A,grey
LOC100128164,turquoise
OIT3,turquoise
BAIAP3,blue
C2orf71,turquoise
SLC45A2,turquoise
ARHGEF9-IT1,grey
HES1,greenyellow
FLJ22447,grey
ZNF219,blue
MMP19,blue
LOC101929633,grey
CCDC124,magenta
OR52B6,grey
FAM66B,grey
QPRT,grey
GNAZ,red
LOC399715,pink
KITLG,grey
ASPRV1,brown
TMEM255B,turquoise
IL4I1,grey
FTCDNL1,grey
GDF9,grey
LOC151475,turquoise
FTH1,magenta
PCDHGB6,grey
LAG3,blue
PRKG2,grey
SLC25A39,brown
PCDHGB8P,grey
ZNF541,blue
LURAP1L,grey
CDC25C,grey
FAM110C,grey
BATF3,black
NEGR1,grey
CTSE,brown
LOC283856,turquoise
OLAH,grey
MIR4484,grey
FAM196A,turquoise
ACTN3,turquoise
PRSS27,blue
GTF2IRD1,turquoise
PRMT5-AS1,grey
PRSS3,turquoise
SOX15,blue
NIM1K,turquoise
SLC35G5,turquoise
FCER2,blue
LOC100129534,grey
BREA2,turquoise
KIAA1161,blue
GNA14,turquoise
ISM1,purple
OCLM,blue
ULK1,blue
SLC22A17,purple
PTK7,turquoise
FAM222B,blue
NT5DC2,turquoise
LOC102723354,grey
XK,brown
SNORD47,grey
C1QTNF9,turquoise
PTGES2-AS1,turquoise
GMPR,brown
FCRL6,tan
ALS2CR11,turquoise
PLAT,turquoise
LINC00174,blue
LINC00161,yellow
FAM110A,blue
BMPR1B,turquoise
ERI3-IT1,yellow
CD70,grey
OR52I1,grey
CMYA5,turquoise
OVCA2,blue
ABCA8,turquoise
SPI1,blue
CYP2E1,turquoise
MICALCL,brown
ACSM1,greenyellow
TROAP,turquoise
LOC728752,turquoise
PRRG2,turquoise
SFRP5,grey
FBXO24,turquoise
FAM71F2,blue
ZNF610,grey
LOC729930,grey
KCNK17,grey
FAM90A1,turquoise
LTBP3,blue
FAM153A,grey
ARHGAP29,grey
SNORD78,grey
FLJ44635,blue
MIR4295,grey
TREML3P,blue
TACC2,turquoise
TNFRSF21,grey
FAM53A,blue
MACROD2,grey
XIST,blue
SPINK9,grey
MIR4426,black
VPREB3,grey
SNORD37,grey
ACOT1,grey
ST5,blue
MARVELD3,blue
FAM81B,grey
DNAJB13,blue
LOC101929372,turquoise
OLFML2B,grey
SPA17,grey
SNORD70,grey
MIR558,grey
RRH,turquoise
PXDC1,grey
ADGRG3,pink
LOC101929657,turquoise
SKA1,grey
GUCY2C,green
SV2C,turquoise
TPGS1,magenta
LINC00612,yellow
FAM153C,grey
LIPM,grey
F12,turquoise
C2CD4D,grey
EPB41L1,turquoise
EDN1,turquoise
DCAF12,brown
SCAMP5,turquoise
MIR645,blue
POU5F1P4,blue
PCCA-AS1,yellow
ADGRA3,grey
MYLPF,grey
LOC283038,turquoise
MPL,blue
FLT3,grey
HOXA1,grey
FLJ37035,grey
MIR29A,green
ALOX12B,turquoise
ARHGEF5,blue
C17orf96,turquoise
ZNF826P,grey
ERAP2,grey
ABCC5-AS1,grey
ITGB2,grey
PCAT2,yellow
SOX6,brown
RDH16,turquoise
GLI4,blue
ACVRL1,grey
DPM2,brown
CHRFAM7A,grey
SETD1A,blue
SGSH,blue
MFSD2B,brown
INSM2,turquoise
AHCTF1P1,grey
KLRK1,tan
NUDT11,grey
B3GAT1,tan
SLC25A10,grey
WWTR1,grey
DOC2GP,grey
BDNF,turquoise
MED14OS,grey
MIR548N,grey
KDF1,grey
HPGDS,grey
CHAF1B,turquoise
VNN1,green
LIX1,grey
GNG12-AS1,green
ANPEP,blue
SNORD58C,grey
SNORD21,grey
DUOX2,turquoise
MIR6131,green
HECW1,turquoise
ZNF878,grey
MKRN1,brown
CYB5R3,blue
FSCN3,turquoise
NAGPA-AS1,grey
CARD14,blue
HYKK,grey
MIR99AHG,turquoise
ENTHD1,turquoise
KDM4D,turquoise
MIR7856,grey
SPRYD3,blue
SLC14A1,brown
REREP3,grey
CCNB3,turquoise
CA11,blue
LOC100996324,grey
MSC,grey
MIR1250,blue
CLDN23,grey
GCM1,grey
LECT1,turquoise
BEX2,black
BAMBI,grey
SPOCK1,turquoise
SNORD16,grey
MMRN2,turquoise
ZSWIM4,blue
SIPA1L2,green
TNRC18,blue
SNORD30,grey
CHST8,turquoise
CCDC120,blue
GRPR,turquoise
LOC730668,turquoise
WEE2-AS1,grey
GLB1L2,tan
TCL1A,grey
SLC24A3,red
VWA5B2,turquoise
LOC101929567,pink
HSD11B2,blue
NOS3,blue
SPAG4,turquoise
UBB,brown
SNORD74,black
OR52W1,pink
SNORA74B,cyan
OCEL1,blue
HIST1H2AB,midnightblue
CARM1,brown
CASC19,grey
ZSWIM8-AS1,turquoise
LOC388692,yellow
ZER1,brown
TPH1,grey
LRRN4,turquoise
RXFP2,grey
IL17RD,turquoise
MORN2,grey
LOC101929577,turquoise
LRRC17,green
TM4SF19-AS1,turquoise
TMC4,blue
ANXA10,grey
NPEPL1,blue
PIDD1,blue
GPR151,grey
MUSTN1,blue
COX16,grey
SLC39A4,blue
OAS3,grey
FAM86JP,turquoise
YOD1,brown
THRSP,grey
MXRA7,tan
SYT2,yellow
LOC101928371,grey
LOC100134868,grey
TMEM72,blue
LOC729609,turquoise
SNORD54,grey
LOC729083,green
DNAI2,turquoise
ZNF771,grey
SEC14L4,brown
HCG23,grey
C11orf94,grey
LOC101927311,grey
BLOC1S3,blue
CPTP,magenta
TCF7L1,blue
VEGFC,blue
PSORS1C3,grey
CKAP2L,grey
KANSL1-AS1,black
MIR4639,grey
KCNJ15,green
FOXD2,turquoise
CIC,blue
IRS1,blue
KLRF1,tan
SNORA75,grey
MPP1,brown
CDA,blue
SPC24,grey
LOC641367,grey
RNF222,blue
LINC00570,brown
GBP6,green
MIR4437,yellow
PODNL1,blue
RGS20,turquoise
RHD,brown
MIR623,yellow
SYNGR3,grey
RBM11,purple
MIR4292,blue
DNMBP-AS1,turquoise
MIR4755,blue
GSTT1,grey
LOC100507564,turquoise
DENND5B-AS1,grey
RPL26L1,black
LOC101927708,brown
MIR1254-1,blue
SPATA21,blue
LINC00671,grey
ARG1,brown
R3HDM4,brown
SLC9A1,blue
ITPK1-AS1,yellow
CDH1,brown
MIR320D1,grey
SNORA30,grey
LOC101928940,turquoise
H1F0,brown
PACRG,turquoise
CCDC37,blue
DNAJC28,grey
PROS1,red
HIST1H2BM,midnightblue
LINC00238,yellow
APOBEC4,turquoise
LAMP3,grey
LOC100128239,grey
DSC2,green
BACE1-AS,blue
CCDC89,tan
PEX5L,turquoise
ANKRD20A12P,grey
HIST3H2BB,brown
SNORA52,cyan
WISP3,grey
LOC100505625,grey
MIR3607,grey
HMGA1,blue
NUDT12,purple
GFAP,turquoise
PRPF40B,blue
SNORA70F,grey
STEAP2,turquoise
TH2LCRR,yellow
C1orf194,turquoise
PDE6H,grey
SGTA,blue
SNORD26,grey
CCR10,blue
MCAM,blue
CPB2,grey
LINC01036,grey
BAG3,blue
ACSBG1,red
NLRP2,grey
PRTFDC1,red
TPI1P2,grey
KCNK12,blue
LHFPL1,grey
PCAT29,grey
LIPJ,grey
COL5A2,turquoise
GYPB,brown
CLDN5,red
ICOSLG,blue
CHGA,blue
COL9A2,blue
GP5,red
JSRP1,turquoise
LOC101928105,grey
ZNF33BP1,grey
LOC102546294,grey
HEMGN,brown
APCDD1L,blue
ZNF296,blue
RNF212,turquoise
ASPN,yellow
MX1,grey
MIR181A2,pink
MIR5195,grey
WASIR2,grey
GPC3,turquoise
PCDHGB7,grey
MIR4496,grey
KEL,brown
ZNRF3,turquoise
AXL,turquoise
ADGRG2,yellow
LOC105378732,turquoise
ENAM,turquoise
SH3BP4,turquoise
LOC100506472,blue
LIMS2,grey
C10orf95,blue
DTX2,blue
ZNF112,grey
C10orf10,blue
RGS1,black
LGALS3,brown
RUSC1-AS1,grey
LOH12CR2,grey
FAM53B-AS1,yellow
LOC101928517,grey
ZNF774,turquoise
NLGN3,yellow
ISL2,turquoise
HBEGF,grey
EGR2,grey
GPR135,blue
CACNA1E,pink
SNORA22,cyan
PHOSPHO1,brown
FAM171B,grey
MIR26A2,grey
MIR6840,grey
MIR3677,grey
LOC100130872,tan
COL6A3,grey
LOC101927322,grey
APOA1-AS,yellow
TERC,magenta
LTA,grey
ENTPD3,yellow
SLC16A13,blue
IL26,grey
FLNA,red
LAYN,turquoise
AFAP1-AS1,blue
CCDC150,turquoise
IGDCC4,turquoise
STBD1,grey
HYMAI,pink
SIX5,blue
PPP1R27,grey
LOC101928988,green
MIR570,blue
CELA2B,grey
SLC10A5,grey
ANKUB1,grey
ADSSL1,grey
ADM,green
ZNF793-AS1,grey
FAM153B,blue
HPR,blue
PET117,grey
SUSD5,turquoise
PIK3R6,greenyellow
SNORD29,grey
LINGO3,magenta
C11orf45,grey
SLC25A25-AS1,blue
FHDC1,blue
RASAL2,turquoise
C12orf40,grey
GJD3,grey
DNM3OS,turquoise
FAM160A1,grey
LVCAT8,turquoise
SH2D1B,grey
LINC00920,purple
MIR6837,grey
EFNB2,turquoise
EMX2OS,turquoise
CSNK1G2-AS1,blue
ARHGEF26,yellow
LRRTM2,yellow
HS3ST1,grey
ZNF667-AS1,purple
PVRL1,blue
TMEM8B,blue
BSCL2,grey
MT1F,grey
CNTNAP3,green
HHLA3,grey
CELF3,blue
BSG,brown
SLC16A9,turquoise
AGAP7P,blue
HRH4,greenyellow
F13A1,red
NFXL1,green
SNHG22,grey
EFCAB12,blue
MIR548O,grey
LDHD,grey
SPDYE5,blue
C8orf46,grey
PRR15L,blue
SNORD76,grey
CCNB2,midnightblue
ABRA,turquoise
LOC101928530,grey
SNORA71B,cyan
EIF2AK1,brown
RFPL2,grey
BMP8A,blue
HLA-H,grey
SNORA71C,blue
APOBEC3A,green
LOC339059,blue
LINC00266-1,grey
ADAM23,blue
C19orf67,turquoise
HEPH,grey
LOC101927560,grey
ACTN1-AS1,grey
EDA,blue
TREX2,blue
CDNF,grey
ARMC12,turquoise
SIPA1L3,blue
SGCG,grey
WDR90,blue
OPLAH,pink
ATN1,blue
APCDD1,grey
BTNL8,green
ATP8A2,turquoise
PCDHGA9,grey
LINC01366,grey
ELMO1-AS1,yellow
EPCAM,turquoise
GPC1,blue
MYO6,tan
SLC7A11,grey
LOC101928812,grey
LOC104054148,yellow
CYP11B1,turquoise
LINC01252,grey
NOXA1,blue
C9orf47,turquoise
SNORA7B,cyan
TAS2R10,grey
TBC1D24,blue
LOC100506679,grey
MIR181B2,grey
CDC37L1-AS1,grey
FAM167A,grey
FBXL22,turquoise
PCDHGC5,grey
FGF14-AS2,grey
DYRK3,brown
SLC25A23,blue
LYL1,brown
CC2D1A,blue
VSTM1,greenyellow
SNORA79,grey
NPDC1,blue
LMNA,red
SLC1A5,brown
DPY19L2,grey
HERC2P7,grey
TMEM63B,brown
LOC101928710,grey
MAMDC2,turquoise
SH3RF3,grey
GINS1,grey
CLNK,turquoise
XRCC2,grey
ZNF471,grey
CCDC81,turquoise
DRICH1,turquoise
ASCC2,brown
RSL24D1,black
MID1IP1-AS1,turquoise
MXRA5,turquoise
IL12A,grey
LOC643770,grey
HIST1H3B,midnightblue
GYPA,brown
ZNF788,grey
PNPLA1,green
PLXNA4,grey
ADCY1,blue
GATM,grey
PLAC8L1,grey
PLEK2,brown
RPS15A,black
TMIGD2,purple
GUSBP2,grey
CDC34,brown
DPH6-AS1,grey
BFSP1,tan
TNFRSF13C,blue
MIR425,grey
SOX30,turquoise
PITHD1,brown
SNORD72,grey
DENND6B,blue
NAPSB,grey
MIR4784,grey
B4GALT1-AS1,grey
RAMP3,blue
LINC01569,turquoise
LINC00854,blue
FLJ31104,turquoise
MIR3679,yellow
MGAM,green
C9orf84,green
MIR302B,grey
LOC101929066,turquoise
WDR66,blue
MIR320E,blue
C1orf61,grey
FLJ42627,blue
VPS37C,blue
MIR4439,yellow
LOC101929574,purple
PKP2,grey
HIST1H2BB,midnightblue
GOLGA8J,grey
WASH1,grey
TPM2,blue
ARHGEF35,grey
SNORD42A,grey
C21orf140,grey
HLF,grey
GFRA1,turquoise
ME1,grey
VPS9D1-AS1,blue
LOC101927865,turquoise
LOC102724050,turquoise
DNMT3B,turquoise
TTK,grey
LOC541472,grey
HCG17,turquoise
LOC729732,yellow
ANKRD22,green
LYVE1,pink
EGFL7,blue
LINC01127,green
POU5F1B,grey
NPHP1,turquoise
HRAT5,grey
LINCR-0001,blue
LINC01353,grey
STAG3L1,blue
LOC100130987,turquoise
SIK1,blue
OR5K2,grey
SNORD44,black
RNFT2,grey
GPR25,turquoise
CLYBL-AS1,blue
SPDYE4,blue
CTAGE9,grey
IGSF9B,blue
MIR3174,pink
HDAC11-AS1,grey
PARD6G-AS1,turquoise
PLA2G4C,grey
LOC100132215,turquoise
CAPN8,turquoise
KCNH3,blue
KLHL30,turquoise
DDIT4L,turquoise
P2RY2,greenyellow
C1QL3,grey
UBXN6,brown
POU1F1,grey
TMIE,grey
SCARNA8,grey
HOXB2,magenta
HCAR3,green
MAMSTR,blue
SLC7A5P1,magenta
SELP,red
LOC101929754,yellow
TMEM139,turquoise
PRKAG2-AS1,grey
LLPH-AS1,grey
LRP1,yellow
SASH1,grey
MME,green
CPAMD8,blue
PPP1R16A,blue
LRRIQ3,grey
CABYR,turquoise
STRIP2,turquoise
MED4-AS1,grey
RPPH1,cyan
TTC7B,red
LOC101928063,grey
EPHA1-AS1,grey
LOC731157,grey
KREMEN2,turquoise
RAB44,greenyellow
LOC101928861,yellow
PCDH1,blue
LYZL6,blue
MEIS1,red
NRP2,turquoise
LINC00900,grey
LOC101927636,grey
ZHX1-C8orf76,blue
PEX11G,blue
MIR491,grey
MIR3975,yellow
SLC9A5,blue
SNORD38B,grey
LINC01063,grey
AKR1C3,tan
LINC00115,blue
CYP27A1,grey
LSP1,grey
FKBP8,brown
SPIRE2,blue
FOXJ1,turquoise
CKM,blue
USP12-AS2,grey
RAB6C,turquoise
C9orf106,turquoise
CASZ1,blue
PCDHGA6,turquoise
CYP2D7,blue
DNAH11,turquoise
HSD17B1,blue
DPRXP4,blue
WDR78,grey
TMEM132D,turquoise
UNC13C,turquoise
ATP8B5P,turquoise
BEND3P3,yellow
CHERP,blue
MXI1,brown
TPRG1,tan
MIR378J,grey
VASH1,blue
AMDHD1,grey
DDX12P,blue
SNORA21,grey
C1QTNF6,blue
KIAA1656,turquoise
LOC102724163,grey
SNORD116-4,yellow
CASP5,green
CYP4F12,greenyellow
KCNJ10,turquoise
LMOD3,grey
SNORA11B,grey
FNDC8,grey
TLR9,blue
UNC13B,turquoise
TEX38,grey
TPPP,blue
PCOLCE2,turquoise
AK1,brown
TNNT3,blue
PIGZ,turquoise
PIN4P1,yellow
SCART1,blue
RDH10-AS1,grey
KHDC1,grey
NODAL,blue
LINC00544,grey
SYNPO2,turquoise
AOX2P,turquoise
IGLL5,midnightblue
ECSIT,magenta
KCNIP2,blue
EVC2,grey
CNBD2,turquoise
FAM210B,brown
TUBB1,red
TXNRD3,grey
APOF,grey
AMH,turquoise
IFI6,green
CNPPD1,brown
MYCT1,red
LOC100507506,turquoise
MAZ,blue
NDRG4,turquoise
MIR4459,yellow
OTUD7A,turquoise
WBP5,grey
PPM1H,pink
MIR3662,grey
C11orf42,blue
C9orf153,turquoise
MIR599,grey
ZMYND12,grey
DENND2C,red
LOC101928402,grey
FBXL2,yellow
WDR24,blue
SCRT2,pink
SPC25,grey
CTAGE8,grey
TNFSF15,turquoise
TFPI,red
RAB43,magenta
NUDT8,grey
GUSBP9,grey
ALOX15P1,blue
RAD23A,brown
TRIP13,grey
SMPDL3B,turquoise
LRRC29,blue
TRIM10,brown
S100A13,turquoise
LINC00989,red
MVB12B,yellow
IFI44,grey
UNC5B,turquoise
HM13-AS1,brown
PRR7,blue
OR2A1-AS1,grey
LOC101927817,yellow
LOC100289473,pink
H3F3C,green
SUCLG2-AS1,purple
AGPAT1,blue
SEZ6L,turquoise
FAM132B,grey
MKRN2OS,blue
WBP2NL,grey
RGSL1,turquoise
TSGA10IP,blue
GATA1,brown
SCNN1D,blue
LINC00482,turquoise
GTF2H2,grey
KIAA2022,purple
IFIT2,green
PARP3,grey
CBR3,grey
RNASE1,grey
AKR7A2P1,turquoise
SNORD83A,grey
RGPD3,turquoise
LTC4S,blue
SCNN1A,turquoise
ZP1,turquoise
BCORL1,blue
LMO7-AS1,grey
HIST1H2AJ,midnightblue
SART1,grey
SNORA80A,cyan
TSPY26P,grey
SPRED2,turquoise
FBXL19-AS1,turquoise
MIR580,grey
CFAP54,blue
TMEM56,brown
FLJ46906,grey
VENTX,blue
LOC102724484,yellow
BHLHE40-AS1,grey
TRAIP,grey
EZR-AS1,grey
ROR2,turquoise
CA3-AS1,brown
COMMD8,black
LOC101928896,grey
MIR3128,grey
TMEM232,grey
LINC00511,grey
EPPK1,blue
PMFBP1,blue
UNC45B,grey
CRIP2,grey
MIR4518,turquoise
ECM1,turquoise
GLUD1P3,blue
LINC01032,grey
LOC101927056,grey
FUT8-AS1,grey
PDE1B,blue
UBE2C,turquoise
DOCK4-AS1,green
NOS1AP,turquoise
SPATA6L,grey
SNHG25,grey
LRP3,blue
NOL3,grey
CCDC122,grey
PDC,grey
ZNF135,grey
COL1A1,turquoise
SNORD1A,grey
LINC00943,tan
CXCR2P1,red
LOC101928855,yellow
LOC100128176,yellow
MIR378D2,grey
SLX4,blue
SPAG17,turquoise
ZC3HAV1L,red
MED25,magenta
ALDH1A3,greenyellow
ARHGAP6,red
ADAMTS5,grey
PADI2,pink
ARAP3,blue
SNORD46,midnightblue
AFAP1,blue
HJURP,grey
CXADR,turquoise
LOC100996455,grey
RNVU1-20,grey
EMP1,grey
GATA2-AS1,grey
LOC101929563,turquoise
ZNF229,grey
KLHL13,grey
LIM2,grey
GSE1,magenta
LINC00565,grey
TIGD4,grey
PIF1,turquoise
SUMO1P3,yellow
TMEM75,yellow
TMEM40,red
MAP1LC3B2,blue
RPP25,grey
ZNF705E,grey
LY96,black
NEFH,blue
TECTA,blue
ADAMTS10,blue
SNCA,brown
C1orf100,grey
PPIAP30,yellow
LOC102723927,yellow
SNORD8,grey
SMKR1,grey
HCG14,green
LGALS4,turquoise
MIR4753,grey
GNG3,turquoise
GNA11,turquoise
LOC728730,grey
CDC42EP4,blue
SDCBP2,blue
CFAP44-AS1,grey
LOC100131496,blue
CNIH3,turquoise
TUBA3FP,grey
NT5DC3,yellow
SCD5,grey
CADPS,turquoise
MIR548P,green
ZBED3-AS1,grey
CCDC183,blue
FAM26F,black
CRTAC1,turquoise
S1PR5,tan
KCNK7,blue
LOC100288123,blue
MFAP3L,red
ISPD-AS1,grey
CFAP53,blue
KIAA0319,green
SAMD12,grey
RNF212B,turquoise
SYCE1L,blue
PKD1,blue
N4BP3,grey
LOC102723885,grey
LOC285740,yellow
TMEM86B,blue
KIAA1024,greenyellow
SNORD85,grey
CRIP3,grey
TMC3-AS1,grey
IL18RAP,green
PARVB,blue
MIR940,turquoise
SCARNA3,pink
LOC101927053,grey
MIR4712,purple
LRIT3,grey
S100A9,green
HSPA7,grey
SNORA32,black
PTGS1,red
STX19,yellow
LINC00654,blue
PRF1,tan
SPTA1,brown
PPP4R1-AS1,green
TMEM133,grey
SIGLEC15,turquoise
POF1B,grey
SUCNR1,red
SNORA80B,grey
UTS2B,turquoise
RIBC1,turquoise
BUB1B,blue
SNORD9,grey
SLC12A7,blue
SULT1A2,grey
MDS2,purple
FLJ21408,green
LOC101927418,grey
TOMM20L,turquoise
PKIA-AS1,yellow
ACSL1,green
NAALADL2,turquoise
GPC2,blue
TAF1A-AS1,grey
FBXO7,brown
TCF3,magenta
CXCR3,blue
CDKL3,grey
NEK8,blue
SNORA20,cyan
GYLTL1B,blue
TSPAN5,brown
LOC101927543,yellow
SNORD50A,black
LHPP,blue
MIR4312,yellow
TRIM66,yellow
SERPINF2,turquoise
KCNJ1,grey
MIR641,grey
SERPINI2,yellow
LOC100288778,grey
RPS10,grey
TSPYL5,grey
LOC100507388,grey
FPR2,green
SNORD11,grey
FAM20C,blue
GPT2,turquoise
TSPAN16,blue
ACOX2,turquoise
TNFRSF4,magenta
GPR26,turquoise
GIPR,blue
LINC01268,grey
CBY3,grey
ADGRG1,tan
STXBP2,blue
ZNF205,blue
LINC00260,blue
SNORD27,grey
UBALD2,magenta
CELF5,turquoise
ANKRD34B,grey
GABRR2,blue
AGAP4,blue
UQCRBP1,yellow
LINC01144,grey
TOP2A,grey
UCP2,blue
HMBS,brown
HCG4B,turquoise
LOC100131635,green
ANGPT1,grey
DUOX1,blue
SDSL,grey
HMGB3,grey
CDKN3,grey
C7orf13,grey
ZNF467,blue
WDR38,grey
MLLT1,blue
LOC101929125,grey
LGALS12,greenyellow
RHPN1,blue
RBM26-AS1,grey
SMIM6,turquoise
IGFBP3,tan
LINC00945,yellow
LOC389247,grey
KDELC1,grey
SEPT4,grey
MAP3K7CL,red
LINC01545,grey
SLC5A9,yellow
ALDH8A1,turquoise
LOC101929099,grey
WDR31,turquoise
LOC643802,black
PROK2,green
NR2F6,blue
SLC47A1,grey
TSIX,turquoise
MIR1537,pink
LOC101927932,turquoise
HOXB-AS1,grey
LINC01160,turquoise
RCAN3AS,grey
C1QTNF3-AMACR,yellow
LINC01372,blue
PPIAL4G,yellow
ADGRG6,turquoise
RALGAPA1P,grey
SLC25A27,turquoise
RNF103-CHMP3,magenta
ARNTL2,grey
MIR617,green
LOC101928891,grey
TMEM53,grey
FBXO2,grey
ZNF677,grey
TNNC1,grey
SLC23A3,blue
LOC101928140,purple
FOXP4-AS1,grey
LOC100507639,grey
LOC101929089,grey
CORO6,blue
HCRTR1,blue
C1orf198,red
COL24A1,turquoise
LOC400706,turquoise
PCDHGB3,grey
EDAR,purple
OSCP1,grey
ENO4,grey
SNORA71A,cyan
FAM117A,brown
RAB26,turquoise
RGPD1,grey
HTR6,blue
MIR2909,grey
SPTBN5,blue
LOC113230,turquoise
FAHD2CP,grey
SNORD10,cyan
BTN1A1,turquoise
LOC285847,grey
MIR766,blue
RIN3,blue
CRTC3-AS1,grey
ANGPTL7,yellow
SNORA69,grey
LOC101927482,black
SLC22A3,grey
MMP14,grey
ITGB1BP2,grey
SMC1B,turquoise
PDLIM7,blue
KCNH7,green
DLC1,turquoise
SNORA5A,midnightblue
TEX21P,grey
LOC100289580,blue
GCSH,grey
GAL3ST4,blue
LTBP4,blue
UBOX5-AS1,blue
NR1D1,blue
TONSL,blue
B3GALNT1,grey
LOC100133985,grey
PHGDH,grey
ZNF157,turquoise
GPR162,blue
TAS2R5,yellow
TDRD6,grey
LOC100506457,grey
LYPLAL1-AS1,grey
C11orf68,blue
CRIPAK,yellow
PIANP,turquoise
SLC22A18AS,grey
LOC100996437,blue
SNORD43,grey
STXBP1,blue
DIO1,blue
NMUR1,tan
MYO1B,grey
CYCSP52,turquoise
WASF1,grey
PTK6,blue
FAM86C2P,turquoise
SNORA66,grey
CMTM2,green
MALRD1,turquoise
STX18-IT1,yellow
ADAM12,turquoise
THSD1,turquoise
MMRN1,red
DNAH6,purple
MYO7B,grey
EPB41L4A-AS2,turquoise
SLC8A1-AS1,pink
ANG,grey
KLRC4-KLRK1,tan
AIF1L,turquoise
NPHP4,blue
FADS2,grey
CAPN15,blue
MIR1278,grey
LOC101928794,grey
CDKN1A,red
MIR5096,turquoise
DNAJC27-AS1,turquoise
PLBD2,blue
DMPK,blue
LOC101929715,grey
DACH1,greenyellow
FAM166A,grey
GPR15,grey
FAM66D,grey
